followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
94,389,0,1,no,132,no,no,no,0
299938,1558,2580,3931,yes,13302,no,no,no,0
772,970,41,1030,no,2269,no,no,no,0
56,295,1,16,no,102,no,no,no,0
115,93,2,74,no,126,yes,no,yes,0
796718,284,13670,2666,yes,17149,no,no,no,0
270,1891,0,0,no,17,yes,no,no,0
2198503,178,20259,10,yes,2025,no,no,no,0
32129515,547,23014,51,yes,32419,no,no,yes,0
198296,562,2685,5106,yes,7014,no,no,no,0
987,244,90,2090,no,13859,no,no,no,0
1059,3599,254,1150,no,17857,no,no,yes,0
20261,19440,469,7758,yes,6949,no,no,no,0
1182904,501,4594,14,yes,37753,no,no,no,0
1645,48,147,1,yes,64,no,no,no,0
181791,2646,1962,43,yes,3642,no,no,no,0
10,69,2,9,no,1074,yes,yes,yes,0
726,85,8,2580,no,1013,no,no,yes,0
24,65,0,0,no,84,no,no,no,0
259280,28,4366,20,yes,9517,no,no,no,0
4050,243,13,241,no,717,no,no,no,0
11980,8927,261,20,no,20015,no,no,no,0
1647,36,7,59,no,107,yes,no,no,0
423831,739,232,2305,yes,4703,yes,no,no,0
316,192,9,2257,no,7329,no,no,yes,0
325,484,2,4,no,358,no,no,yes,0
269,368,2,3,no,1896,no,no,no,0
58300207,233,76018,40,yes,3589,no,no,no,0
480088,116,3209,7,yes,4435,no,no,no,0
756810,286,4175,430,yes,897,no,no,no,0
1422,2075,7,4953,no,31699,no,no,yes,0
146565,522,2800,4360,no,10026,no,no,no,0
804,503,0,4875,no,4846,yes,no,yes,0
365,1751,1,24,no,13618,no,no,no,0
905,1,105,9,no,102189,yes,no,no,0
1803087,504,10029,3,yes,5653,no,no,no,0
3262,454,15,1346,yes,1355,no,no,no,0
2199,1029,55,1321,no,2930,no,no,no,0
318621,603,6491,10838,yes,18794,no,no,no,0
5183570,1840,25196,12,yes,1985,no,no,yes,0
32,1589,0,0,no,2,yes,no,no,0
214083,211,3421,365,yes,3060,no,no,no,0
4419,1982,327,550,no,6764,no,no,no,0
99,220,1,16,no,61,no,no,yes,0
2115097,3851,11112,90,yes,27626,yes,no,no,0
17880103,763,75193,306,yes,9487,no,no,no,0
3965867,6,25506,0,yes,2245,no,no,no,0
858,597,1,4620,no,11519,no,no,no,0
398626,1141,2199,2348,yes,39023,no,no,yes,0
29270,24101,417,1571,yes,2426,no,no,no,0
4961351,742,13162,11859,yes,36385,no,no,no,0
8741,343,102,9665,no,21046,no,no,yes,0
57,67,0,15,no,1295,no,no,no,0
162,303,4,302,no,435,no,no,yes,0
994,4663,31,16205,no,6836,no,no,no,0
775,953,1,319,no,428,yes,no,yes,0
12790920,24,46994,0,yes,763,no,no,no,0
4,14,0,18,no,29,yes,yes,N/A,0
5299213,72,7392,698,yes,2725,no,no,no,0
2,79,0,1,no,2,yes,yes,no,0
429604,600,4999,30,yes,497,no,no,no,0
120,248,1,2893,no,1407,yes,no,yes,0
63,103,0,2,no,81,no,no,no,0
97,279,0,42,no,16,no,no,yes,0
208,858,6,4073,no,1556,yes,no,no,0
10648215,178,5353,168,yes,19489,yes,no,no,0
613,169,10,122,no,71,no,no,no,0
133553,95060,1455,1453,no,40763,no,no,no,0
823,450,4,733,no,17880,no,no,no,0
321,420,4,22,no,411,no,no,yes,0
4119379,698,8561,29,yes,5551,no,no,no,0
25076,4654,909,100,yes,11838,no,no,no,0
13725,429,41,14931,no,4044,yes,no,no,0
553041,182,2560,770,yes,1492,no,no,no,0
13305,1154,392,1251,no,3571,no,no,no,0
22,97,0,15,no,85,no,no,yes,0
81,80,0,1356,no,3243,no,no,no,0
2142490,45023,7431,26993,yes,16826,no,no,no,0
25253,152,970,1582,yes,36172,no,no,no,0
58,0,4,129,no,473,no,no,no,0
2060,661,80,374,no,6003,no,no,yes,0
403994,654,2553,34,yes,16482,no,no,yes,0
8896,417,347,797,no,9936,no,no,no,0
4457073,57,28,674,yes,342,no,no,no,0
193168,0,2524,0,yes,96,yes,no,no,0
314,272,4,2068,no,4439,no,no,no,0
1683151,754,5079,297,yes,33056,no,no,no,0
3630,557,122,433,no,643,yes,no,no,0
36,445,1,12,no,37,no,no,no,0
65691,2176,5574,29498,yes,44708,no,no,yes,0
346848,2306,5430,2419,yes,16244,no,no,no,0
10,76,0,2,no,19,no,no,no,0
5273,293,82,377,no,6636,no,no,yes,0
5730,301,182,26,yes,1741,no,no,no,0
202929,605,2001,3278,yes,25837,no,no,no,0
262,729,2,30,no,235,no,no,yes,0
401,850,5,941,no,4604,no,no,no,0
25,223,3,0,no,28,no,no,no,0
21,33,0,47,no,702,no,no,no,0
98,667,0,712,no,613,yes,no,no,0
6,98,0,0,no,1,yes,no,no,0
1877332,2190,13448,0,yes,9362,no,no,no,0
34363304,909,187570,14320,yes,269878,no,no,no,0
31,39,2,94,no,1856,no,no,no,0
36,7,0,0,no,2,yes,no,no,0
10100,31,567,897,no,2090,yes,no,no,0
15,23,0,2,no,2,no,no,yes,0
50,128,0,25,no,15,yes,no,yes,0
348713,976,3308,1762,yes,32693,no,no,yes,0
13,47,0,0,no,2,no,no,no,0
80290,5909,2533,4660,yes,19203,no,no,no,0
743,1555,1,357,no,2410,no,no,no,0
56805,3,1080,18,yes,12376,no,no,no,0
669,613,11,6369,no,14133,no,no,yes,0
323,983,2,1900,no,4537,no,no,yes,0
417924,16771,2135,999,yes,39013,no,no,no,0
10795,21,185,9,yes,36,no,no,no,0
5390,58,147,145,yes,2222,no,no,no,0
739,827,15,438,no,734,yes,no,no,0
1,22,0,1,no,1,yes,no,no,0
1336587,512,23711,2208,yes,17125,no,no,no,0
2143,661,45,3322,no,13160,no,no,no,0
45,126,0,1024,no,85,yes,no,N/A,0
55469,4306,1730,29095,yes,58890,no,no,yes,0
363,345,3,620,no,3361,no,no,no,0
237490,314,1321,158,yes,2230,no,no,no,0
106,318,3,11,no,441,yes,no,no,0
947282,80,1962,19,yes,340,no,no,no,0
127,816,15,469,no,321,no,no,no,0
23008,183,986,0,no,4575,no,yes,no,0
947045,271,2618,88,yes,4905,no,no,no,0
186,858,10,145,no,307,no,no,yes,0
1209026,559,5133,19,yes,5019,no,no,no,0
22,102,0,4,no,26,yes,no,no,0
17289,127,481,3432,yes,5383,no,no,no,0
229,1331,4,0,no,16,yes,no,no,0
46,54,0,39,no,194,no,no,no,0
57,202,2,8,no,30,no,no,no,0
35,321,2,6143,no,82,no,no,yes,0
537,390,7,139,no,4150,no,no,yes,0
416856,35568,2920,1215,yes,3013,no,no,no,0
5293996,101,7694,23,yes,5172,no,no,no,0
3490480,448,7772,22,yes,3966,no,no,no,0
266,284,6,15684,no,6938,no,no,yes,0
489055,741,1221,53,no,17634,no,no,no,0
164514,57213,5246,2273,no,60041,no,no,no,0
165,993,2,82,no,131,yes,no,yes,0
57664,97,1468,808,yes,2675,no,no,no,0
2419,1144,70,11257,no,7230,no,no,no,0
328,1875,28,5,no,3335,yes,no,no,0
2028,615,49,95,no,942,no,no,no,0
175303,12,4762,0,yes,25,no,no,no,0
57784,7168,2902,55,yes,8286,no,no,no,0
177,459,1,3950,no,2248,no,no,no,0
6296,47,1,12,no,179,no,no,no,0
48848,88,0,1,no,705,no,yes,no,0
177,119,3,1016,no,21311,no,no,no,0
41,72,2,2737,no,9615,no,no,yes,0
4520644,2041,12661,13280,yes,9362,no,no,no,0
7,68,0,8,no,15,yes,no,yes,0
13011,2715,1019,73,yes,1592,no,no,no,0
5935044,2509,46336,175,yes,34774,no,no,yes,0
350009,139,3673,240,yes,30346,no,no,no,0
10599,2788,123,270098,yes,6111,no,no,yes,0
3057658,32,39970,0,yes,2054,no,no,no,0
22888,366,541,133,yes,382,no,no,yes,0
458212,710,4944,4586,yes,7554,no,no,no,0
48,64,0,299,no,93,yes,no,no,0
372,396,78,381,no,440,yes,no,no,0
2632,730,106,15604,yes,5130,no,no,yes,0
86,228,0,2,no,15,yes,no,yes,0
91,78,1,261,no,742,no,no,no,0
160,239,0,94,no,748,no,no,no,0
59480,26,469,2295,yes,11879,no,no,no,0
3088771,10567,4648,3101,yes,59965,no,no,no,0
173,335,1,17,no,242,no,no,no,0
5861,233,627,2,yes,903,no,no,no,0
1002080,208,7925,49,yes,2293,no,no,no,0
521,473,19,78,no,2377,no,no,no,0
56633,4299,1150,13506,yes,13037,no,no,no,0
15,59,0,0,no,5,yes,no,no,0
43,269,0,2,no,27,yes,no,no,0
527,992,1,9892,no,1319,yes,no,yes,0
14,18,0,50,no,41,no,no,yes,0
770356,356,4943,26,yes,17854,no,no,no,0
724989,751,6262,97,yes,4179,no,no,no,0
2641,3259,6,1,no,203,yes,no,no,0
6,91,0,1,no,1,yes,no,yes,0
69,293,2,234,no,107,no,no,yes,0
5927,991,100,7978,no,91535,no,no,no,0
3165,4879,31,615,no,25509,yes,no,no,0
110,219,0,2,no,57,yes,no,no,0
12825837,31,69919,41,yes,4326,no,no,no,0
15,78,0,1,no,186,no,no,no,0
14014,202,524,257,yes,5079,no,no,no,0
53162,9697,1492,13935,no,29466,yes,no,no,0
138,332,5,71,no,924,yes,no,yes,0
83720371,244,122731,2103,yes,4161,no,no,no,0
5852,254,211,151,yes,5926,no,no,no,0
11695916,274,45082,21313,yes,32146,no,no,no,0
135677,1708,907,11340,yes,23655,no,no,no,0
210,95,1,398,no,9462,no,no,no,0
2916050,440,4830,3195,yes,10546,no,no,no,0
1549,734,25,2312,no,12909,no,no,yes,0
4255,267,132,564,yes,577,no,no,yes,0
1040765,558,2418,215,yes,4703,yes,no,no,0
72,96,1,78,no,191,no,no,yes,0
542057,991,3527,20281,yes,9030,no,no,no,0
4217692,12820,6511,39,yes,31195,no,no,yes,0
98,827,1,2237,no,1647,no,no,no,0
94714,43,1137,0,yes,1,yes,no,no,0
3664718,35,15921,1,yes,770,no,no,no,0
5445575,357,30150,3799,yes,3529,yes,no,no,0
64350,56,735,2197,yes,4557,no,no,no,0
358,177,9,1941,no,3246,yes,no,no,0
8530951,890,108650,1860,yes,151681,no,no,no,0
5167871,55,21599,18897,yes,118147,no,no,yes,0
8,170,0,1538,no,14,yes,no,no,0
124,160,1,11,no,542,no,no,no,0
106,153,0,973,no,1408,yes,no,no,0
505217,276,7111,17,yes,4307,no,no,no,0
1595,1392,2,1290,no,2054,yes,no,no,0
90,62,1,68,no,5453,no,no,no,0
20,126,0,3,no,86,no,no,no,0
86,397,0,1347,no,160,no,no,no,0
442,1239,3,18,no,1617,no,no,no,0
122,821,0,3,no,16,yes,no,N/A,0
161,1845,27,44,no,607,no,no,no,0
2917721,303,10993,372,yes,3123,no,no,no,0
384507,199,3882,12,yes,5206,no,no,no,0
2985240,956,10273,62,yes,13677,no,no,no,0
77,65,0,22,no,17,yes,no,no,0
879,2238,31,153,no,2171,yes,no,yes,0
3517571,855,24528,185,yes,23660,no,no,no,0
3784246,15193,10243,2513,yes,14535,no,no,no,0
9,21,0,19,no,6,yes,no,N/A,0
1738,255,21,1880,no,2120,yes,no,no,0
31,58,0,8,no,11,no,no,no,0
73,116,1,12,no,288,yes,no,no,0
61,726,1,826,no,232,yes,no,yes,0
1475745,2372,8017,1616,yes,17002,no,no,no,0
10943449,501,23938,186,yes,547,no,no,no,0
91,1688,0,0,no,16,yes,no,no,0
1568426,828,5667,1670,yes,3017,no,no,no,0
2073481,2952,9806,298,yes,71174,no,no,yes,0
3211350,23,5707,751,yes,8867,no,no,no,0
24244,24852,742,26,no,1568,no,no,no,0
595,345,1,4627,no,887,yes,no,yes,0
250,410,4,3650,no,837,no,no,yes,0
85681083,630949,222411,10,yes,15439,no,no,yes,0
37,88,0,0,no,39,no,no,no,0
1818,3727,5,142,no,978,no,no,yes,0
681,1988,43,1332,no,8826,no,no,no,0
4426,2604,136,551,no,5250,no,no,no,0
222659,352,3261,143,yes,10999,no,no,no,0
3500781,92,18455,6003,yes,26110,no,no,no,0
7901272,51,17736,231,yes,9748,no,no,no,0
24,12,0,0,no,59,no,no,no,0
4799319,943150,34624,107,yes,10405,no,no,no,0
9515386,1329,0,1141,yes,5942,no,no,no,0
1337,539,76,264,yes,259,no,no,no,0
482,987,10,731,no,405,yes,no,yes,0
358,5000,12,73,no,1236,no,no,no,0
33713,37,1934,5,yes,768,no,no,no,0
56,708,0,112,no,95,yes,no,yes,0
2936656,779,22532,1188,yes,37440,no,no,no,0
27859346,157,32946,0,yes,286,no,no,no,0
443,497,1,1555,no,1202,yes,no,yes,0
258608,719,1640,208,yes,3353,no,no,yes,0
903862,8,1159,1,no,21057,no,no,no,0
5,16,0,0,no,2,yes,no,no,0
73,395,0,0,no,2187,no,no,no,0
174,347,2,50,no,534,yes,no,no,0
455598,204,1779,196,yes,1104,yes,no,no,0
40,117,1,13,no,48,no,no,no,0
45,75,0,10,no,103,no,no,no,0
7941334,337,22762,73,yes,13696,no,no,no,0
29270575,428,65474,350,yes,6221,no,no,no,0
5541,888,275,396,no,901,no,no,no,0
15307,774,360,843,yes,2786,no,no,no,0
493450,509,6483,51,yes,15252,no,no,no,0
22527443,52,39873,21,yes,55709,no,no,no,0
108,226,0,741,no,1570,no,no,no,0
242,392,3,767,no,2064,no,no,no,0
287,597,18,16386,no,5830,no,no,yes,0
680,36,79,6,no,7068,yes,no,no,0
10,62,0,0,no,144,yes,no,yes,0
191,347,27,331,no,434,yes,no,no,0
47159,363,2260,485,yes,13111,no,no,no,0
1202,255,81,510,no,1019,no,no,no,0
64,436,2,60,no,14,no,no,no,0
588,1532,25,268,no,6773,no,no,no,0
2530820,840,35966,2137,yes,104891,no,no,no,0
876,1263,22,253,no,1271,yes,no,no,0
2665,699,112,5668,no,5844,no,no,no,0
2811157,236,9805,1676,yes,128,no,no,no,0
39,174,2,7,no,33,no,no,no,0
370,595,1,10406,no,2460,yes,no,yes,0
276122,166,7084,1234,yes,7336,no,no,yes,0
863,743,12,579,no,1090,no,no,yes,0
11473,1659,891,1321,yes,5239,no,no,no,0
4689644,957,16655,7016,yes,66208,no,no,no,0
4,35,0,0,no,4,yes,no,no,0
34,204,0,0,no,0,yes,yes,no,0
189143,4853,1378,207,yes,31170,no,no,no,0
